157	их	они	PRON	_	Case=Acc|Number=Plur|Person=3	_	_	_	@gt1987m-Words#@gt1987m#128.138#128.363	
158	же	же	PART	_	_	_	_	_	@gt1987m-Words#@gt1987m#128.363#128.588	
159	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@gt1987m-Words#@gt1987m#128.588#128.813	
160	равно	равный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@gt1987m-Words#@gt1987m#128.813#129.038	
161	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@gt1987m-Words#@gt1987m#129.038#129.263	
162	как-то	как-то	ADV	_	Degree=Pos	_	_	_	@gt1987m-Words#@gt1987m#129.263#129.488	
163	в	в	ADP	_	_	_	_	_	@gt1987m-Words#@gt1987m#129.488#129.713	
164	итоге-то	итог	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@gt1987m-Words#@gt1987m#129.713#129.938	
165	вычленяешь	вычленять	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@gt1987m-Words#@gt1987m#129.938#130.163	
166	что	что	PRON	_	Case=Nom	_	_	_	@gt1987m-Words#@gt1987m#130.163#130.388	
167	называется	называться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@gt1987m-Words#@gt1987m#130.388#130.624	
168	просто	просто	PART	_	_	_	_	_	@gt1987m-Words#@gt1987m#130.692#130.885	
169	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@gt1987m-Words#@gt1987m#130.885#131.078	
170	же	же	PART	_	_	_	_	_	@gt1987m-Words#@gt1987m#131.078#131.271	
171	видишь	видеть	PART	_	_	_	_	_	@gt1987m-Words#@gt1987m#131.271#131.464	
172	сам	сам	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@gt1987m-Words#@gt1987m#131.464#131.659	
173	Естественно	Естественно	ADV	_	Degree=Pos	_	_	_	@gt1987m-Words#@gt1987m#168.594#169.277	
174	Ну	ну	INTJ	_	_	_	_	_	@gt1987m-Words#@gt1987m#195.522#195.882	
175	да	да	INTJ	_	_	_	_	_	@gt1987m-Words#@gt1987m#195.882#196.243	
176	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@gt1987m-Words#@gt1987m#210.509#211.038	
177	Угу-угу-угу	Угу-угу-угу	INTJ	_	_	_	_	_	@gt1987m-Words#@gt1987m#223.365#223.817	
178	Ну	ну	INTJ	_	_	_	_	_	@gt1987m-Words#@gt1987m#266.748#266.945	
179	вот	вот	PART	_	_	_	_	_	@gt1987m-Words#@gt1987m#266.945#267.142	
180	Угу	угу	INTJ	_	_	_	_	_	@gt1987m-Words#@gt1987m#284.778#285.228	
181	Ну	ну	INTJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#0.403#0.644	
182	вот	вот	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#0.644#0.885	
183	в	в	ADP	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#0.885#1.126	
184	чем	что	PRON	_	Case=Loc	_	_	_	@dnk1993m-Words#@dnk1993m#1.126#1.367	
185	как	как	ADV	_	Degree=Pos	_	_	_	@dnk1993m-Words#@dnk1993m#1.367#1.608	
186	бы	бы	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#1.608#1.849	
187	типа	типа	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#1.849#2.096	
188	весь-весь	весь-весь	PRON	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#2.451#2.787	
189	вот	вот	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#2.787#3.123	
190	этот-то	этот-то	PRON	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#3.123#3.459	
191	цимес	цимес	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#3.459#3.795	
192	заключается	заключаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@dnk1993m-Words#@dnk1993m#3.795#4.131	
193	на	на	ADP	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#4.131#4.467	
194	мой	мой	PRON	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#4.467#4.803	
195	взгляд	взгляд	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#4.803#5.144	
196	в	в	ADP	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#5.394#5.693	
197	том	то	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#5.693#5.992	
198	что	что	SCONJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#5.992#6.291	
199	вот	вот	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#6.291#6.59	
200	ээ	ээ	INTJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#6.59#6.889	
201	скажем	сказать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#6.889#7.188	
202	ли-	ли-	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#7.188#7.487	
203	ну	ну	INTJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#7.487#7.786	
204	либеральная	либеральный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#7.786#8.085	
205	позиция	позиция	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#8.085#8.384	
206	да	да	INTJ	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#8.384#8.692	
207	Она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@dnk1993m-Words#@dnk1993m#8.923#9.653	
208	скорее	скорее	ADV	_	Degree=Pos	_	_	_	@dnk1993m-Words#@dnk1993m#9.706#10.475	
209	всегда	всегда	ADV	_	Degree=Pos	_	_	_	@dnk1993m-Words#@dnk1993m#10.508#11.157	
210	выступает	выступать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@dnk1993m-Words#@dnk1993m#11.157#11.806	
211	просто	просто	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#12.363#12.715	
212	как	как	ADV	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#12.715#13.067	
213	оппозиция	оппозиция	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@dnk1993m-Words#@dnk1993m#13.067#13.421	
214	не	не	PART	_	_	_	_	_	@dnk1993m-Words#@dnk1993m#13.451#13.848	
